sample_id	source	target	ligand_complex	receptor_complex	lr_means	cellphone_pvals	expr_prod	scaled_weight	lr_logfc	spec_weight	lrscore	specificity_rank	magnitude_rank
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	ADAM10	CD44	0.35148677	0.525	0.110872954	0.003956276278486482	0.17464522242304453	0.29265094	0.7101767	0.9386354442239996	1.0
raw_all__GSM5837459_AB7874.txt.gz	B_cell	T_cell	PKM	CD44	0.3884278	0.954	0.12845206	-0.11138537367818489	-0.29924068689212446	0.15221262	0.72508514	1.0	1.0
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	COL1A1	CD44	0.43481705	0.509	0.18821143	-0.000256289719422393	0.13131604356287818	0.26624623	0.761484	0.9647285565263671	1.0
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	ADAM10	CD44	0.3885501	0.218	0.12858373	0.042966963012463714	0.172019612957291	0.33939877	0.72518724	0.4366531002266541	1.0
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	COL1A2	CD44	0.36788505	0.8	0.12609215	-0.06202452785467016	-0.26396468566111897	0.17827632	0.72323316	1.0	1.0
raw_all__GSM5837459_AB7874.txt.gz	T_cell	B_cell	CD55	CR1	0.33692986	0.002	0.11234646	0.2024040485478779	0.6942353564207917	0.5113447	0.71153355	0.03557161110230213	1.0
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	COL1A2	CD44	0.4049484	0.643	0.14623402	-0.02301384112069292	-0.2665902951268725	0.20675404	0.73781717	1.0	1.0
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	LGALS1	CD69	0.3395288	0.007	0.10229548	0.11653198624332922	0.6058880775069271	0.57900757	0.7018206	0.06884563883827999	1.0
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	HLA-DRB1	CD4	0.33319142	1.0	0.10329692	-0.13834792090217074	-0.5945440482806221	0.108757176	0.70283896	1.0	1.0
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	HLA-DPB1	CD4	0.42058563	1.0	0.17689206	-0.10114264361653058	-0.4609653088721135	0.1703532	0.7558057	1.0	1.0
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	HLA-DPA1	CD4	0.43353847	1.0	0.1877997	-0.09490142967893503	-0.40868825865810343	0.18032393	0.76128507	1.0	1.0
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	IL16	CD4	0.41315654	0.11	0.17063598	0.06044022487866274	0.4468857042310169	0.3760554	0.7524675	0.24221849720901997	1.0
raw_all__GSM5837459_AB7874.txt.gz	T_cell	T_cell	TGFB1	ITGB1	0.38832483	0.001	0.11757447	0.13007624119442965	0.7964490761621652	0.5624401	0.7161789	0.025825878919412373	1.0
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	HLA-B	CD3D	2.658533	0.0	6.060348	0.2611514632423689	1.6261553175537435	0.50244206	0.9514681	0.04099788265828837	0.0011533856808063098
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-B	CD3D	2.5258102	0.0	5.621084	0.097886467332181	1.4462033591067285	0.46602425	0.9497011	0.25	0.004578324838784254
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	HLA-B	CD8A	2.0806792	0.001	1.8278545	0.1358600165956499	0.7072922855630517	0.4622668	0.9150155	0.12500753716020083	0.01803155627960913
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-B	CD8A	1.9479562	0.642	1.6953686	-0.027404979314537975	0.5273403271160366	0.42876098	0.9120439	0.9855894833003213	0.02795419490913311
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	HLA-C	CD8A	1.7679598	0.0	1.5156938	0.2048902368520381	0.9706543287348439	0.5184989	0.90744567	0.022129635953828285	0.053927378943448886
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-DRA	CD4	1.6544518	0.0	1.1543202	0.6300209093474078	2.650592311741531	0.8379631	0.89535594	0.00338732055411214	0.08771893670932886
raw_all__GSM5837515_AB8054.txt.gz	B_cell	B_cell	GPI	AMFR	0.1879875	0.075	0.035273112	0.14000504034725492	0.25391370589953244	0.44468713	0.5993084	0.9855894833003213	0.10111494240433061
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	HLA-A	CD8A	1.5951451	0.0	1.3431878	0.1904528849293311	1.0364998269264258	0.516829	0.90224516	0.022129635953828285	0.10741454408140924
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	HLA-B	CD8B	1.9824171	0.002	1.1081337	0.11594423941513188	0.6146656101920552	0.45364213	0.8934275	0.17075336384126766	0.10741454408140924
raw_all__GSM5837515_AB8054.txt.gz	T_cell	B_cell	HLA-A	APLP2	1.550082	0.0	1.1006414	0.22494193791342015	0.7975249330739002	0.42025185	0.8931041	0.2735138721099989	0.12890625
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	HLA-E	CD8A	1.4775792	0.002	1.225832	0.14884547621669253	0.827884495687849	0.49718198	0.8981386	0.11498904467139999	0.17706668731713854
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-B	CD8B	1.8496943	0.81	1.0278144	-0.047320756495055995	0.4347136517450402	0.42076144	0.889792	1.0	0.17706668731713854
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	LGALS1	ITGB1	0.2956181	0.001	0.08673277	0.12292079876523956	0.9940307890292102	0.780863	0.7010786	0.10009248695871181	0.19993191791815887
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	VIM	CD44	1.3851308	0.0	1.844626	0.1805825913889654	0.9300556462026921	0.45384035	0.91537	0.12500753716020083	0.2614575652230692
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-DRB1	CD4	1.395234	0.0	0.9488527	0.5842867040864744	2.183809639572437	0.81915236	0.8858112	0.00338732055411214	0.29261655598503833
raw_all__GSM5837515_AB8054.txt.gz	T_cell	B_cell	TNFSF10	CCR6	0.30026665	0.004	0.08991804	0.16508849753110544	0.5720687599663495	0.4949041	0.70484406	0.2280358480679257	0.2964773399548155
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-C	CD8A	1.3404914	1.0	1.0889891	-0.16676787681328387	0.2639782839442444	0.37252885	0.89259493	1.0	0.32520191188535014
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	HLA-C	CD8B	1.6696978	0.0	0.91888684	0.1849744596715201	0.8780276533638475	0.5088251	0.8841781	0.054027431527901085	0.32520191188535014
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	HLA-DRA	CD4	0.31787333	1.0	0.09488926	-0.19427029995203576	-1.4831993010770945	0.06888357	0.71041054	1.0	0.39077762192763127
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-DPA1	CD4	1.332585	0.0	0.89919436	0.566097333676102	2.0750759967240233	0.81617767	0.88306427	0.00338732055411214	0.39444029188465146
raw_all__GSM5837515_AB8054.txt.gz	B_cell	B_cell	VIM	CD44	0.6845697	1.0	0.43013886	-0.3645724014833828	-0.9300556462026921	0.1058287	0.8393066	1.0	0.4011536535900021
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	PKM	CD44	0.73848385	0.002	0.40496677	0.11297084800646663	0.5145154925643283	0.42820364	0.8351983	0.35407417526125273	0.4284959083813481
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	HLA-E	KLRK1	1.3958815	0.0	0.8245244	0.14802627262730644	0.8342824948995061	0.5579871	0.87851334	0.06159934270627008	0.4309876134936089
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-A	CD8A	1.2237995	0.997	0.9725056	-0.1376207701014034	0.19813278575266247	0.37419868	0.8870505	1.0	0.4309876134936089
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	MIF	CD44_CD74	0.75369745	0.154	0.43883753	0.03500826015565955	0.3447398220264094	0.29345843	0.84065217	1.0	0.45705333073112364
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	HLA-A	CD8B	1.4968832	0.0	0.81430537	0.17053710774881306	0.9438731515554294	0.50718635	0.8778463	0.030480542654190295	0.46875
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-E	CD8A	1.2223418	0.923	0.97105056	-0.05362090722871833	0.40674811699123925	0.39384583	0.8869755	1.0	0.46875
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	HLA-DPA1	CD4	0.32418382	1.0	0.09989123	-0.16260722041391107	-0.907682986059587	0.09066894	0.7156661	1.0	0.48285917724993677
raw_all__GSM5837515_AB8054.txt.gz	B_cell	B_cell	HMGB1	CXCR4	0.68374884	0.109	0.4404066	0.08916674910684311	0.3015342512990862	0.30132452	0.84089106	1.0	0.48685203451218373
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	GNAI2	S1PR1	0.66785455	0.135	0.43158734	0.05057540106784632	0.38296037017232387	0.33402246	0.83953315	0.8644389044464172	0.48685203451218373
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	LGALS9	CD44	0.7148138	0.0	0.35226908	0.23724542636516788	1.084371710717944	0.59039706	0.82537854	0.005570895195854107	0.5179185796393311
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	GNAI2	S1PR1	0.6633196	0.254	0.42661992	0.04661385667509148	0.13981906864328475	0.33017802	0.83875185	1.0	0.5179185796393311
raw_all__GSM5837515_AB8054.txt.gz	T_cell	B_cell	HMGB1	CXCR4	0.69368815	0.051	0.4572714	0.09941011590707959	0.5751676738727334	0.31286338	0.84338886	1.0	0.5179185796393311
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-DQA1	CD4	0.65798056	0.0	0.36447322	0.41406736703781616	1.7946307036041806	0.86879927	0.8278193	0.00338732055411214	0.5502793794479657
raw_all__GSM5837515_AB8054.txt.gz	T_cell	B_cell	MIF	CD74_CXCR4	0.6939466	0.023	0.45770988	0.12092649001809273	0.5609689117251724	0.3548762	0.84345216	0.7548163120688476	0.5502793794479657
raw_all__GSM5837515_AB8054.txt.gz	T_cell	B_cell	SELPLG	ITGB2	0.33310002	0.979	0.10119882	-0.10677341065373289	-0.22791346219055286	0.17930919	0.7169875	1.0	0.5727484193350628
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-DRB5	CD4	0.62953234	0.0	0.3419239	0.38935165588728976	1.572657004871953	0.83072335	0.8232201	0.00338732055411214	0.5839608472734872
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-DQB1	CD4	0.80557823	0.0	0.48146564	0.45932996142979815	1.704646900966663	0.83510643	0.8467638	0.00338732055411214	0.5839608472734872
raw_all__GSM5837515_AB8054.txt.gz	T_cell	B_cell	LGALS1	PTPRC	0.68354267	0.965	0.33597875	-0.08903984781734828	0.09198044910025399	0.3051103	0.8219401	1.0	0.5839608472734872
raw_all__GSM5837515_AB8054.txt.gz	B_cell	B_cell	HLA-A	APLP2	1.1787363	0.981	0.79689515	-0.10313171711731432	-0.04084210809986322	0.3042741	0.87668276	1.0	0.5887989429365158
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	LGALS9	PTPRC	0.9735986	0.0	0.51605666	0.22129198100101183	0.9772080071305873	0.51751727	0.85121113	0.01866554378543132	0.6189893964512956
raw_all__GSM5837515_AB8054.txt.gz	B_cell	B_cell	MIF	CD74_CXCR4	0.621305	0.24	0.33445334	0.04572803156196737	0.31573301344664717	0.2593117	0.82160693	1.0	0.6189893964512956
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-DPB1	CD4	1.1724446	0.0	0.7722601	0.4987083649264492	1.96709481731679	0.7826936	0.8749753	0.00338732055411214	0.6308930747121423
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-F	CD8A	0.6140424	0.001	0.36383784	0.1917813913131529	1.0168737710990343	0.5710872	0.8276949	0.06631070509213252	0.6553916349016286
raw_all__GSM5837515_AB8054.txt.gz	T_cell	B_cell	SELPLG	SELL	0.81384265	0.317	0.5164417	0.051472404778318735	0.5606141055307975	0.36597428	0.8512584	0.7535922031584869	0.6553916349016286
raw_all__GSM5837515_AB8054.txt.gz	B_cell	B_cell	LGALS9	PTPRC	0.68114233	0.898	0.3309581	0.011952256068068823	0.2568198719739567	0.33189481	0.8208357	1.0	0.6553916349016286
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	HLA-DRB1	CD4	0.32631356	1.0	0.10157935	-0.1716169085611055	-1.0164166289080006	0.08769429	0.71736807	1.0	0.660471733190521
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	HLA-E	CD8B	1.3793173	0.002	0.7431586	0.1289296990361745	0.7352578203168526	0.4879059	0.8728591	0.11498904467139999	0.6739382016228319
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	LGALS1	PTPRC	0.97599894	0.0	0.52388525	0.1202998771155947	0.8123685842568846	0.4757527	0.85216206	0.15430774718683832	0.6931935942022991
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	SELPLG	ITGB2	0.58161175	0.0	0.3158516	0.1382596678243942	1.0550053518753515	0.55964184	0.8173745	0.06159934270627008	0.6931935942022991
raw_all__GSM5837515_AB8054.txt.gz	T_cell	B_cell	VIM	CD44	1.0727264	0.865	0.80926204	-0.07691847803954265	-0.004659896128651919	0.19910583	0.8775128	1.0	0.7178812711020326
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	SELPLG	SELL	0.82528275	0.121	0.52632314	0.059876226535621024	0.26647778415400125	0.3729767	0.8524543	0.8082344342300728	0.732421875
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	LGALS9	CD47	0.3326112	0.054	0.11036919	0.12284981537549625	0.33218092543026956	0.3465402	0.72570497	0.8082344342300728	0.7460556174471
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-C	CD8B	1.2422295	1.0	0.6601978	-0.1866836539938019	0.17135160857324794	0.36557844	0.8661448	1.0	0.7626696866695585
raw_all__GSM5837515_AB8054.txt.gz	B_cell	B_cell	BTLA	CD79A	0.9988246	0.0	0.69619703	0.7001316405115603	2.1238717677870627	0.87709785	0.8691928	0.0006177136338023358	0.7626696866695585
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-E	CD8B	1.1240797	0.957	0.58869773	-0.07353668440923636	0.3141214416202428	0.3864977	0.8593595	1.0	0.7731028906301309
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-E	KLRK1	1.1406441	0.944	0.6531522	-0.05444011081810439	0.4131461162028963	0.44201297	0.8655216	1.0	0.8082503866149597
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	VIM	CD44	0.9969741	0.977	0.9804554	-0.10707133205487478	0.004659896128651919	0.24122517	0.8874578	1.0	0.8082503866149597
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-A	CD8B	1.1255374	0.999	0.5895799	-0.1575365472819214	0.10550611038166602	0.36721712	0.8594499	1.0	0.8152630544280919
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	MIF	CD74_CXCR4	0.5362171	0.76	0.28751794	-0.022650333390507378	-0.31573301344664717	0.22292125	0.81025475	1.0	0.8152630544280919
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	HLA-DPB1	CD4	0.35270464	1.0	0.12249808	-0.12922763776221485	-0.7997018066523534	0.12415307	0.7359593	1.0	0.8295263732802913
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	HMGB1	CXCR4	0.53595865	0.891	0.2872425	-0.04416670750152053	-0.3015342512990862	0.19653022	0.8101811	1.0	0.8589290127600427
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	MIF	CD44_CD74	0.8263391	0.002	0.6005629	0.11020671861178491	0.5899757203049346	0.40160704	0.860561	0.3845152979005869	0.8589290127600427
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	HLA-F	CD8B	0.3554892	0.626	0.12357346	0.007375289478051238	0.12513216620905743	0.31397128	0.73680764	1.0	0.9109105235703883
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	CD48	CD2	0.9645597	0.0	0.9031365	0.12127396605536127	0.9168430671647634	0.45689365	0.88328993	0.12500753716020083	0.94921875
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	GNAI2	S1PR4	0.54133487	0.124	0.23218434	0.060511409040967835	0.5935592461915546	0.4244786	0.7932765	0.4067703020797165	0.9508828175618722
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-DOB	CD4	0.3780831	0.0	0.14261417	0.26382374858153945	1.395663512211244	0.85133564	0.7504652	0.00338732055411214	0.990234375
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	CD48	CD2	0.9043466	0.169	0.80685353	0.07362347851210121	0.8339642281256368	0.4081844	0.8773525	0.5184	0.9974407877109718
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	GNAI2	S1PR4	0.5367999	0.278	0.22951198	0.056549864648212995	0.3504179446625156	0.41959304	0.7923256	0.6515673710803269	0.999223715767046
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HMGB1	CXCR4	0.52601933	0.818	0.27664858	-0.05441007430175701	-0.5751676738727334	0.1892819	0.80727464	1.0	1.0
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	MIF	CD74_CXCR4	0.46357542	0.945	0.21009232	-0.09784879184663274	-0.5609689117251724	0.16289087	0.78495806	1.0	1.0
raw_all__GSM5837515_AB8054.txt.gz	T_cell	B_cell	GNAI2	S1PR1	0.5324603	0.949	0.21819744	-0.09814351059327445	-0.13981906864328475	0.16887161	0.7881356	1.0	1.0
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-F	CD8B	0.5157803	0.008	0.2205761	0.17186561413263488	0.924247095728038	0.56043226	0.78903943	0.177273049891644	1.0
raw_all__GSM5837515_AB8054.txt.gz	B_cell	B_cell	MIF	CD44_CD74	0.441293	0.998	0.19252388	-0.2224928092728485	-0.5899757203049346	0.12874414	0.77749604	1.0	1.0
raw_all__GSM5837515_AB8054.txt.gz	B_cell	B_cell	LGALS9	CD44	0.40240937	0.945	0.15454516	-0.020255643063340156	0.1496561683866	0.25901508	0.75791216	1.0	1.0
raw_all__GSM5837515_AB8054.txt.gz	B_cell	B_cell	LGALS9	CD47	0.4112794	0.021	0.1601591	0.2106939866705249	0.9018469536742745	0.50287193	0.7611705	0.21653081739921698	1.0
raw_all__GSM5837515_AB8054.txt.gz	B_cell	B_cell	GNAI2	S1PR1	0.5279253	0.865	0.21568607	-0.10210505498602929	-0.38296037017232387	0.16692796	0.7871675	1.0	1.0
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	BTLA	CD247	0.4155023	0.0	0.17146742	0.29327880813801793	1.057334748706109	0.78885144	0.7673165	0.005570895195854107	1.0
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-DMB	CD4	0.4375	0.0	0.18971063	0.30113580173051097	1.3968433884295766	0.8391005	0.7762202	0.00338732055411214	1.0
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	HLA-DMA	CD4	0.52727437	0.0	0.2608697	0.37101280466717296	1.507897643546898	0.87431216	0.80266494	0.00338732055411214	1.0
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	CCL5	DPP4	0.5285993	0.001	0.18716085	0.14244531284329717	1.0906795281738062	0.7798464	0.7750428	0.06631070509213252	1.0
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	CCL5	CCR4	0.528872	0.0	0.18761484	0.14306717747832096	1.076569734603007	0.7798464	0.7752539	0.04099788265828837	1.0
raw_all__GSM5837515_AB8054.txt.gz	T_cell	B_cell	PKM	CD44	0.4260794	0.998	0.17766434	-0.14453022142204142	-0.42020004976701575	0.18785867	0.77047086	1.0	1.0
raw_all__GSM5837515_AB8054.txt.gz	T_cell	B_cell	MIF	CD44_CD74	0.5139347	0.997	0.26347494	-0.14729435081672315	-0.3447398220264094	0.17619038	0.80345076	1.0	1.0
raw_all__GSM5837515_AB8054.txt.gz	B_cell	T_cell	IL16	CD4	0.41541326	0.319	0.17220369	0.04663129530433811	0.5262641930572131	0.4097113	0.7676988	0.8088792806599535	1.0
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	LCK	CD8A_CD8B	0.43723503	0.0	0.17304319	0.13610036613832643	0.9928094493724461	0.67328244	0.76813215	0.06994057782938325	1.0
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	HLA-F	CD8A	0.45375127	0.298	0.20383307	0.027291066658569257	0.21775884158005387	0.3199405	0.78239435	1.0	1.0
raw_all__GSM5837515_AB8054.txt.gz	T_cell	T_cell	IL16	CD4	0.46177045	0.016	0.20894845	0.09469838737770982	0.6411288176072235	0.49713534	0.78449696	0.2735138721099989	1.0
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-B	CD3D	2.6070566	0.0	5.517822	0.24299151296770435	1.3485737666701065	0.48875427	0.946234	0.04357965057245896	0.0005298133828686986
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	HLA-B	CD3D	2.6033072	0.0	5.5067525	0.23740727642382703	1.4031227393337642	0.48777378	0.9461829	0.04788069045201498	0.002108329544188925
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-DRA	CD4	1.867234	0.0	2.099201	0.6432122960708774	2.723746547893481	0.83742285	0.91564804	0.001888739233300042	0.04114520185283772
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-B	CD8A	2.0174453	0.082	1.1099465	0.07751824433009855	0.6107934484435613	0.4512474	0.88755566	0.3249258762949509	0.05052344471853765
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	HLA-B	CD8A	2.013696	0.071	1.1077198	0.07193400778622122	0.665342421107219	0.45034218	0.8874553	0.3362627358986029	0.060802916419264656
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	VIM	CD44	1.4881895	0.0	2.0901618	0.22902894442461708	0.8438321118470167	0.42397982	0.91548127	0.1478379748608242	0.060802916419264656
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	BAG6	NCR3	0.18426089	0.015	0.03391984	0.13501089030100427	0.29106908042974133	0.5063244	0.5798064	0.6332015825776406	0.06869959041396598
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	COPA	CD74	2.479021	0.0	1.0944033	0.5288715506610276	1.991201080910518	0.38601252	0.88685	0.03370855362207206	0.07196723097706581
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	COPA	CD74	2.4719684	0.0	1.0277337	0.5180838104155335	1.923451427106147	0.36249715	0.8836579	0.04558497663072803	0.08400000241398813
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-DPB1	CD4	1.4162937	0.0	1.4774709	0.5965198921199829	2.2889273521569047	0.85774565	0.90105677	0.001888739233300042	0.09688484475207862
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-B	CD8B	1.9962125	0.078	0.9512121	0.09216262356550431	0.46318672688324675	0.50050205	0.87962115	0.3059573074006826	0.11060537201338431
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	BTLA	CD79A	1.3686645	0.0	1.0173612	0.7111234899623036	2.4610037556854634	0.8820799	0.8831353	0.001888739233300042	0.11060537201338431
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-DPA1	CD4	1.330899	0.0	1.3597336	0.5252756639866104	2.1971681787353257	0.80739	0.8972929	0.001888739233300042	0.12514519821995218
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	HLA-B	CD8B	1.9924632	0.042	0.9493039	0.08657838702162698	0.5177356995469045	0.499498	0.87951475	0.2657433003046109	0.12514519821995218
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	HLA-A	APLP2	1.4964689	0.002	0.8860137	0.14583975917167558	0.39946747175072117	0.3519841	0.8758109	0.5455002415881794	0.15661721955509067
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	CD47	SIRPG	0.22425449	0.371	0.050289117	0.0391587688134038	0.08907537358772633	0.35781074	0.62688416	1.0	0.16976986282468426
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	SIRPG	CD47	0.22425449	0.371	0.050289117	0.0391587688134038	0.08907537358772633	0.35781074	0.62688416	1.0	0.16976986282468426
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	HLA-A	CD8A	1.4783841	0.001	0.789809	0.1550968119559687	0.8915262129315773	0.49329183	0.86942387	0.05742971184482335	0.24848794951455735
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	VIM	CD44	1.22415	0.476	1.1179155	-0.014050240908533629	0.17139532622439968	0.22676408	0.88791203	1.0	0.24848794951455735
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	SPTAN1	PTPRA	0.23463431	0.242	0.054882344	0.03897774155609154	0.13025960804376385	0.33741075	0.637048	1.0	0.26848975900422595
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	HLA-A	APLP2	1.2673248	0.896	0.7333536	-0.062423215006654986	-0.10744908456165314	0.29133728	0.8651562	1.0	0.290168421084386
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	SPTAN1	PTPRA	0.23642665	0.26	0.05567657	0.04160768224720585	0.2561610007728296	0.3422936	0.6387074	0.7310755925912958	0.3330109359096256
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	HLA-E	CD8A	1.2945744	0.012	0.6806481	0.11780509638990794	0.7251260631198961	0.4772572	0.86074615	0.16970499632365812	0.3344706492536601
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	HLA-A	CD8B	1.4571513	0.0	0.67685777	0.16974119119137443	0.7439194913712628	0.5471357	0.86041117	0.029202562935471455	0.35756395711820677
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HLA-A	CD8A	1.24924	0.925	0.65372497	-0.05316616222236187	0.384609656619203	0.4082977	0.8583098	1.0	0.3812635461987558
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	CD48	CD2	1.1237152	0.0	1.2070515	0.22797938825959982	1.285835045263022	0.5490731	0.8916731	0.008608326039004239	0.3812635461987558
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	COPA	CD74	0.90274376	1.0	0.34530634	-0.3404774377826518	-1.991201080910518	0.12179474	0.8149038	1.0	0.3925753980661811
raw_all__GSM5837529_AB8325.txt.gz	B_cell	B_cell	LY86	CD180	0.24294002	0.0	0.05892014	0.3103953645533118	0.8947479625770356	0.92170244	0.6452146	0.008608326039004239	0.396507973385389
raw_all__GSM5837529_AB8325.txt.gz	T_cell	T_cell	HLA-E	KLRK1	1.2886653	0.028	0.6535587	0.09823635337251505	0.4128451907796437	0.39941993	0.8582943	0.3558934351038125	0.4055530305173542
raw_all__GSM5837529_AB8325.txt.gz	T_cell	B_cell	SELPLG	SELL	1.0947632	0.0	0.8590576	0.23707506790569366	1.1936777739997453	0.5831597	0.8741209	0.005470746822590247	0.4055530305173542
raw_all__GSM5837529_AB8325.txt.gz	B_cell	T_cell	HMGB1	CXCR4	0.60030484	0.994	0.35923368	-0.13122229601619326	-0.6142769078356419	0.15221554	0.8178674	1.0	0.42935646508485925
